"id","usuarioId","dispositivoId","dataHora","tipo","latitude","longitude","precisao","dentroGeofence","enderecoIP","nomeRedeWiFi","aprovado","aprovadoPor","aprovadoEm","observacao","hashIntegridade","criadoEm"
"747616d4-4597-4267-94a1-cb47bfb946a4","64f9799f-acf6-48c5-a00f-33feac8fae33","0416f3e5-6597-45e0-8c8a-0b074fdc7c81","2025-09-02 13:00:00-03","ENTRADA","-23.5505","-46.6333","10",True,"192.168.1.100","WiFi-Empresa",True,"8726c604-bbdd-4c03-b032-fe14ba6d34f7","2025-09-02 16:00:00","Retorno do almoço","hash_1759934660677_entrada2","2025-10-08 14:44:20.681"
"8d69faa5-f59b-4881-8220-231442c6c879","64f9799f-acf6-48c5-a00f-33feac8fae33","0416f3e5-6597-45e0-8c8a-0b074fdc7c81","2025-09-02 17:00:00-03","SAIDA","-23.5505","-46.6333","10",True,"192.168.1.100","WiFi-Empresa",True,"8726c604-bbdd-4c03-b032-fe14ba6d34f7","2025-09-02 20:00:00","Saída normal","hash_1759934660681_saida2","2025-10-08 14:44:20.684"
"b094b909-2219-4dee-bb25-185f0d731107","64f9799f-acf6-48c5-a00f-33feac8fae33","0416f3e5-6597-45e0-8c8a-0b074fdc7c81","2025-09-03 08:00:00-03","ENTRADA","-23.5505","-46.6333","10",True,"192.168.1.100","WiFi-Empresa",True,"8726c604-bbdd-4c03-b032-fe14ba6d34f7","2025-09-03 11:00:00","Entrada normal","hash_1759934660685_entrada1","2025-10-08 14:44:20.688"
"a3b8d4bd-138c-40a1-9867-e77ffa95c979","64f9799f-acf6-48c5-a00f-33feac8fae33","0416f3e5-6597-45e0-8c8a-0b074fdc7c81","2025-09-03 12:00:00-03","SAIDA","-23.5505","-46.6333","10",True,"192.168.1.100","WiFi-Empresa",True,"8726c604-bbdd-4c03-b032-fe14ba6d34f7","2025-09-03 15:00:00","Saída para almoço","hash_1759934660692_saida1","2025-10-08 14:44:20.695"
"381baf07-0821-4327-acf9-a2af4c9d86b0","64f9799f-acf6-48c5-a00f-33feac8fae33","0416f3e5-6597-45e0-8c8a-0b074fdc7c81","2025-09-03 13:00:00-03","ENTRADA","-23.5505","-46.6333","10",True,"192.168.1.100","WiFi-Empresa",True,"8726c604-bbdd-4c03-b032-fe14ba6d34f7","2025-09-03 16:00:00","Retorno do almoço","hash_1759934660697_entrada2","2025-10-08 14:44:20.7"
"8c96020d-87a6-4c72-a088-1503a3ac9100","64f9799f-acf6-48c5-a00f-33feac8fae33","0416f3e5-6597-45e0-8c8a-0b074fdc7c81","2025-09-03 17:00:00-03","SAIDA","-23.5505","-46.6333","10",True,"192.168.1.100","WiFi-Empresa",True,"8726c604-bbdd-4c03-b032-fe14ba6d34f7","2025-09-03 20:00:00","Saída normal","hash_1759934660701_saida2","2025-10-08 14:44:20.705"
"35d90239-97d1-459c-9c56-208e6fbdb103","64f9799f-acf6-48c5-a00f-33feac8fae33","0416f3e5-6597-45e0-8c8a-0b074fdc7c81","2025-09-04 08:00:00-03","ENTRADA","-23.5505","-46.6333","10",True,"192.168.1.100","WiFi-Empresa",True,"8726c604-bbdd-4c03-b032-fe14ba6d34f7","2025-09-04 11:00:00","Entrada normal","hash_1759934660708_entrada1","2025-10-08 14:44:20.712"
"c4ce4270-d429-4500-ae07-b5edab11c30c","64f9799f-acf6-48c5-a00f-33feac8fae33","0416f3e5-6597-45e0-8c8a-0b074fdc7c81","2025-09-04 12:00:00-03","SAIDA","-23.5505","-46.6333","10",True,"192.168.1.100","WiFi-Empresa",True,"8726c604-bbdd-4c03-b032-fe14ba6d34f7","2025-09-04 15:00:00","Saída para almoço","hash_1759934660713_saida1","2025-10-08 14:44:20.716"
"9b4034da-6407-441d-bf28-fd01c74ff22f","64f9799f-acf6-48c5-a00f-33feac8fae33","0416f3e5-6597-45e0-8c8a-0b074fdc7c81","2025-09-04 13:00:00-03","ENTRADA","-23.5505","-46.6333","10",True,"192.168.1.100","WiFi-Empresa",True,"8726c604-bbdd-4c03-b032-fe14ba6d34f7","2025-09-04 16:00:00","Retorno do almoço","hash_1759934660716_entrada2","2025-10-08 14:44:20.719"
"efb6ae79-1c77-4406-83d4-60b2a36b44fe","64f9799f-acf6-48c5-a00f-33feac8fae33","0416f3e5-6597-45e0-8c8a-0b074fdc7c81","2025-09-04 17:00:00-03","SAIDA","-23.5505","-46.6333","10",True,"192.168.1.100","WiFi-Empresa",True,"8726c604-bbdd-4c03-b032-fe14ba6d34f7","2025-09-04 20:00:00","Saída normal","hash_1759934660719_saida2","2025-10-08 14:44:20.724"
"b972a025-0a65-42f7-a8f0-05f156bdd902","64f9799f-acf6-48c5-a00f-33feac8fae33","0416f3e5-6597-45e0-8c8a-0b074fdc7c81","2025-09-05 08:00:00-03","ENTRADA","-23.5505","-46.6333","10",True,"192.168.1.100","WiFi-Empresa",True,"8726c604-bbdd-4c03-b032-fe14ba6d34f7","2025-09-05 11:00:00","Entrada normal","hash_1759934660726_entrada1","2025-10-08 14:44:20.73"
"3522828d-42ec-4d5b-8f4b-04ad8464b1db","64f9799f-acf6-48c5-a00f-33feac8fae33","0416f3e5-6597-45e0-8c8a-0b074fdc7c81","2025-09-05 12:00:00-03","SAIDA","-23.5505","-46.6333","10",True,"192.168.1.100","WiFi-Empresa",True,"8726c604-bbdd-4c03-b032-fe14ba6d34f7","2025-09-05 15:00:00","Saída para almoço","hash_1759934660731_saida1","2025-10-08 14:44:20.735"
"41ae943f-463b-423b-887e-83a30fc157b5","64f9799f-acf6-48c5-a00f-33feac8fae33","0416f3e5-6597-45e0-8c8a-0b074fdc7c81","2025-09-05 13:00:00-03","ENTRADA","-23.5505","-46.6333","10",True,"192.168.1.100","WiFi-Empresa",True,"8726c604-bbdd-4c03-b032-fe14ba6d34f7","2025-09-05 16:00:00","Retorno do almoço","hash_1759934660736_entrada2","2025-10-08 14:44:20.741"
"c87c31ba-1804-4c94-9e29-29e85c972def","64f9799f-acf6-48c5-a00f-33feac8fae33","0416f3e5-6597-45e0-8c8a-0b074fdc7c81","2025-09-05 17:00:00-03","SAIDA","-23.5505","-46.6333","10",True,"192.168.1.100","WiFi-Empresa",True,"8726c604-bbdd-4c03-b032-fe14ba6d34f7","2025-09-05 20:00:00","Saída normal","hash_1759934660743_saida2","2025-10-08 14:44:20.747"
"e7a3b10f-02c8-4cf5-bb47-ea892451597b","64f9799f-acf6-48c5-a00f-33feac8fae33","0416f3e5-6597-45e0-8c8a-0b074fdc7c81","2025-09-08 08:00:00-03","ENTRADA","-23.5505","-46.6333","10",True,"192.168.1.100","WiFi-Empresa",True,"8726c604-bbdd-4c03-b032-fe14ba6d34f7","2025-09-08 11:00:00","Entrada normal","hash_1759934660748_entrada1","2025-10-08 14:44:20.751"
"dc523b44-2d52-4d90-bb30-35bea9203eb0","64f9799f-acf6-48c5-a00f-33feac8fae33","0416f3e5-6597-45e0-8c8a-0b074fdc7c81","2025-09-08 12:00:00-03","SAIDA","-23.5505","-46.6333","10",True,"192.168.1.100","WiFi-Empresa",True,"8726c604-bbdd-4c03-b032-fe14ba6d34f7","2025-09-08 15:00:00","Saída para almoço","hash_1759934660751_saida1","2025-10-08 14:44:20.755"
"1076578a-bad1-4f0a-be95-1df86d940855","64f9799f-acf6-48c5-a00f-33feac8fae33","0416f3e5-6597-45e0-8c8a-0b074fdc7c81","2025-09-08 13:00:00-03","ENTRADA","-23.5505","-46.6333","10",True,"192.168.1.100","WiFi-Empresa",True,"8726c604-bbdd-4c03-b032-fe14ba6d34f7","2025-09-08 16:00:00","Retorno do almoço","hash_1759934660759_entrada2","2025-10-08 14:44:20.762"
"b7bcdbbd-5b23-44c6-910b-1b680db982ad","64f9799f-acf6-48c5-a00f-33feac8fae33","0416f3e5-6597-45e0-8c8a-0b074fdc7c81","2025-09-08 17:00:00-03","SAIDA","-23.5505","-46.6333","10",True,"192.168.1.100","WiFi-Empresa",True,"8726c604-bbdd-4c03-b032-fe14ba6d34f7","2025-09-08 20:00:00","Saída normal","hash_1759934660770_saida2","2025-10-08 14:44:20.775"
"7b64317d-8c83-47bd-9f91-619483338595","64f9799f-acf6-48c5-a00f-33feac8fae33","0416f3e5-6597-45e0-8c8a-0b074fdc7c81","2025-09-09 08:00:00-03","ENTRADA","-23.5505","-46.6333","10",True,"192.168.1.100","WiFi-Empresa",True,"8726c604-bbdd-4c03-b032-fe14ba6d34f7","2025-09-09 11:00:00","Entrada normal","hash_1759934660778_entrada1","2025-10-08 14:44:20.781"
"4fb97d47-9354-4e5c-a626-a7cd378932e8","64f9799f-acf6-48c5-a00f-33feac8fae33","0416f3e5-6597-45e0-8c8a-0b074fdc7c81","2025-09-09 12:00:00-03","SAIDA","-23.5505","-46.6333","10",True,"192.168.1.100","WiFi-Empresa",True,"8726c604-bbdd-4c03-b032-fe14ba6d34f7","2025-09-09 15:00:00","Saída para almoço","hash_1759934660782_saida1","2025-10-08 14:44:20.786"
"bae6c36d-2cc7-4ae2-8ef9-9e27ab470820","64f9799f-acf6-48c5-a00f-33feac8fae33","0416f3e5-6597-45e0-8c8a-0b074fdc7c81","2025-09-09 13:00:00-03","ENTRADA","-23.5505","-46.6333","10",True,"192.168.1.100","WiFi-Empresa",True,"8726c604-bbdd-4c03-b032-fe14ba6d34f7","2025-09-09 16:00:00","Retorno do almoço","hash_1759934660787_entrada2","2025-10-08 14:44:20.791"
"7bbea823-c586-47bb-8dfe-8071d8cdafc6","64f9799f-acf6-48c5-a00f-33feac8fae33","0416f3e5-6597-45e0-8c8a-0b074fdc7c81","2025-09-09 17:00:00-03","SAIDA","-23.5505","-46.6333","10",True,"192.168.1.100","WiFi-Empresa",True,"8726c604-bbdd-4c03-b032-fe14ba6d34f7","2025-09-09 20:00:00","Saída normal","hash_1759934660793_saida2","2025-10-08 14:44:20.797"
"4e992903-b82d-46c9-9cf3-626e130180a2","64f9799f-acf6-48c5-a00f-33feac8fae33","0416f3e5-6597-45e0-8c8a-0b074fdc7c81","2025-09-10 08:00:00-03","ENTRADA","-23.5505","-46.6333","10",True,"192.168.1.100","WiFi-Empresa",True,"8726c604-bbdd-4c03-b032-fe14ba6d34f7","2025-09-10 11:00:00","Entrada normal","hash_1759934660797_entrada1","2025-10-08 14:44:20.799"
"af05b6e6-4b31-48fe-9790-f12ca2b088f7","64f9799f-acf6-48c5-a00f-33feac8fae33","0416f3e5-6597-45e0-8c8a-0b074fdc7c81","2025-09-10 12:00:00-03","SAIDA","-23.5505","-46.6333","10",True,"192.168.1.100","WiFi-Empresa",True,"8726c604-bbdd-4c03-b032-fe14ba6d34f7","2025-09-10 15:00:00","Saída para almoço","hash_1759934660800_saida1","2025-10-08 14:44:20.803"
"e52f9e46-cc7e-48dc-a470-5ecdd79b1a16","64f9799f-acf6-48c5-a00f-33feac8fae33","0416f3e5-6597-45e0-8c8a-0b074fdc7c81","2025-09-10 13:00:00-03","ENTRADA","-23.5505","-46.6333","10",True,"192.168.1.100","WiFi-Empresa",True,"8726c604-bbdd-4c03-b032-fe14ba6d34f7","2025-09-10 16:00:00","Retorno do almoço","hash_1759934660805_entrada2","2025-10-08 14:44:20.809"
"0d9a0a0d-ef5b-45aa-97b9-acdbaf6274dd","64f9799f-acf6-48c5-a00f-33feac8fae33","0416f3e5-6597-45e0-8c8a-0b074fdc7c81","2025-09-10 17:00:00-03","SAIDA","-23.5505","-46.6333","10",True,"192.168.1.100","WiFi-Empresa",True,"8726c604-bbdd-4c03-b032-fe14ba6d34f7","2025-09-10 20:00:00","Saída normal","hash_1759934660811_saida2","2025-10-08 14:44:20.814"
"0bc5e40d-6850-482e-975b-949e1863e3d7","64f9799f-acf6-48c5-a00f-33feac8fae33","0416f3e5-6597-45e0-8c8a-0b074fdc7c81","2025-09-11 08:00:00-03","ENTRADA","-23.5505","-46.6333","10",True,"192.168.1.100","WiFi-Empresa",True,"8726c604-bbdd-4c03-b032-fe14ba6d34f7","2025-09-11 11:00:00","Entrada normal","hash_1759934660815_entrada1","2025-10-08 14:44:20.818"
"abe21922-9b4b-4e79-875c-73b5362bf5ec","64f9799f-acf6-48c5-a00f-33feac8fae33","0416f3e5-6597-45e0-8c8a-0b074fdc7c81","2025-09-11 12:00:00-03","SAIDA","-23.5505","-46.6333","10",True,"192.168.1.100","WiFi-Empresa",True,"8726c604-bbdd-4c03-b032-fe14ba6d34f7","2025-09-11 15:00:00","Saída para almoço","hash_1759934660819_saida1","2025-10-08 14:44:20.822"
"c5aa2d81-97d1-4e67-aabd-600426d527ab","64f9799f-acf6-48c5-a00f-33feac8fae33","0416f3e5-6597-45e0-8c8a-0b074fdc7c81","2025-09-11 13:00:00-03","ENTRADA","-23.5505","-46.6333","10",True,"192.168.1.100","WiFi-Empresa",True,"8726c604-bbdd-4c03-b032-fe14ba6d34f7","2025-09-11 16:00:00","Retorno do almoço","hash_1759934660825_entrada2","2025-10-08 14:44:20.828"
"b9d684f1-4685-4a78-963f-e09502cad1f0","64f9799f-acf6-48c5-a00f-33feac8fae33","0416f3e5-6597-45e0-8c8a-0b074fdc7c81","2025-09-11 17:00:00-03","SAIDA","-23.5505","-46.6333","10",True,"192.168.1.100","WiFi-Empresa",True,"8726c604-bbdd-4c03-b032-fe14ba6d34f7","2025-09-11 20:00:00","Saída normal","hash_1759934660830_saida2","2025-10-08 14:44:20.834"
"0a80812c-51b0-4281-80c7-1ce71ea415fe","64f9799f-acf6-48c5-a00f-33feac8fae33","0416f3e5-6597-45e0-8c8a-0b074fdc7c81","2025-09-12 08:00:00-03","ENTRADA","-23.5505","-46.6333","10",True,"192.168.1.100","WiFi-Empresa",True,"8726c604-bbdd-4c03-b032-fe14ba6d34f7","2025-09-12 11:00:00","Entrada normal","hash_1759934660835_entrada1","2025-10-08 14:44:20.838"
"384b8414-ccfe-4bd8-83d7-9c2e79ab9946","64f9799f-acf6-48c5-a00f-33feac8fae33","0416f3e5-6597-45e0-8c8a-0b074fdc7c81","2025-09-12 12:00:00-03","SAIDA","-23.5505","-46.6333","10",True,"192.168.1.100","WiFi-Empresa",True,"8726c604-bbdd-4c03-b032-fe14ba6d34f7","2025-09-12 15:00:00","Saída para almoço","hash_1759934660841_saida1","2025-10-08 14:44:20.844"
"ea3fc11f-28f9-4c1e-9e5c-f46c1df1acc7","64f9799f-acf6-48c5-a00f-33feac8fae33","0416f3e5-6597-45e0-8c8a-0b074fdc7c81","2025-09-12 13:00:00-03","ENTRADA","-23.5505","-46.6333","10",True,"192.168.1.100","WiFi-Empresa",True,"8726c604-bbdd-4c03-b032-fe14ba6d34f7","2025-09-12 16:00:00","Retorno do almoço","hash_1759934660845_entrada2","2025-10-08 14:44:20.848"
"d90200b1-7bec-42a9-afc4-ab63ea1e7f12","64f9799f-acf6-48c5-a00f-33feac8fae33","0416f3e5-6597-45e0-8c8a-0b074fdc7c81","2025-09-12 17:00:00-03","SAIDA","-23.5505","-46.6333","10",True,"192.168.1.100","WiFi-Empresa",True,"8726c604-bbdd-4c03-b032-fe14ba6d34f7","2025-09-12 20:00:00","Saída normal","hash_1759934660849_saida2","2025-10-08 14:44:20.852"
"d2dc1bb7-fead-4fce-8e71-c00bd0b18a4c","64f9799f-acf6-48c5-a00f-33feac8fae33","0416f3e5-6597-45e0-8c8a-0b074fdc7c81","2025-09-15 08:00:00-03","ENTRADA","-23.5505","-46.6333","10",True,"192.168.1.100","WiFi-Empresa",True,"8726c604-bbdd-4c03-b032-fe14ba6d34f7","2025-09-15 11:00:00","Entrada normal","hash_1759934660853_entrada1","2025-10-08 14:44:20.857"
"fcd03012-d9e0-4c67-9237-ce6f74206876","64f9799f-acf6-48c5-a00f-33feac8fae33","0416f3e5-6597-45e0-8c8a-0b074fdc7c81","2025-09-15 12:00:00-03","SAIDA","-23.5505","-46.6333","10",True,"192.168.1.100","WiFi-Empresa",True,"8726c604-bbdd-4c03-b032-fe14ba6d34f7","2025-09-15 15:00:00","Saída para almoço","hash_1759934660859_saida1","2025-10-08 14:44:20.862"
"254bbd22-0bab-4092-a94d-8213344efc12","64f9799f-acf6-48c5-a00f-33feac8fae33","0416f3e5-6597-45e0-8c8a-0b074fdc7c81","2025-09-15 13:00:00-03","ENTRADA","-23.5505","-46.6333","10",True,"192.168.1.100","WiFi-Empresa",True,"8726c604-bbdd-4c03-b032-fe14ba6d34f7","2025-09-15 16:00:00","Retorno do almoço","hash_1759934660863_entrada2","2025-10-08 14:44:20.866"
"c1e5e2d3-60e0-49cd-af4f-8fcb975bf1ea","64f9799f-acf6-48c5-a00f-33feac8fae33","0416f3e5-6597-45e0-8c8a-0b074fdc7c81","2025-09-15 17:00:00-03","SAIDA","-23.5505","-46.6333","10",True,"192.168.1.100","WiFi-Empresa",True,"8726c604-bbdd-4c03-b032-fe14ba6d34f7","2025-09-15 20:00:00","Saída normal","hash_1759934660867_saida2","2025-10-08 14:44:20.87"
"b2ae745a-c717-421a-b496-ff4df424d919","64f9799f-acf6-48c5-a00f-33feac8fae33","0416f3e5-6597-45e0-8c8a-0b074fdc7c81","2025-09-16 08:00:00-03","ENTRADA","-23.5505","-46.6333","10",True,"192.168.1.100","WiFi-Empresa",True,"8726c604-bbdd-4c03-b032-fe14ba6d34f7","2025-09-16 11:00:00","Entrada normal","hash_1759934660873_entrada1","2025-10-08 14:44:20.876"
"ac48a849-3437-4b5f-b3e4-99e577497437","64f9799f-acf6-48c5-a00f-33feac8fae33","0416f3e5-6597-45e0-8c8a-0b074fdc7c81","2025-09-16 12:00:00-03","SAIDA","-23.5505","-46.6333","10",True,"192.168.1.100","WiFi-Empresa",True,"8726c604-bbdd-4c03-b032-fe14ba6d34f7","2025-09-16 15:00:00","Saída para almoço","hash_1759934660878_saida1","2025-10-08 14:44:20.881"
"deab434c-8c6a-44b4-8a27-90b06239e67b","64f9799f-acf6-48c5-a00f-33feac8fae33","0416f3e5-6597-45e0-8c8a-0b074fdc7c81","2025-09-16 13:00:00-03","ENTRADA","-23.5505","-46.6333","10",True,"192.168.1.100","WiFi-Empresa",True,"8726c604-bbdd-4c03-b032-fe14ba6d34f7","2025-09-16 16:00:00","Retorno do almoço","hash_1759934660880_entrada2","2025-10-08 14:44:20.884"
"6ffef98a-a972-48c9-aaac-05d861e7ea93","64f9799f-acf6-48c5-a00f-33feac8fae33","0416f3e5-6597-45e0-8c8a-0b074fdc7c81","2025-09-16 17:00:00-03","SAIDA","-23.5505","-46.6333","10",True,"192.168.1.100","WiFi-Empresa",True,"8726c604-bbdd-4c03-b032-fe14ba6d34f7","2025-09-16 20:00:00","Saída normal","hash_1759934660884_saida2","2025-10-08 14:44:20.887"
"18a96a1e-8444-4185-934f-4a9a230b807b","64f9799f-acf6-48c5-a00f-33feac8fae33","0416f3e5-6597-45e0-8c8a-0b074fdc7c81","2025-09-17 08:00:00-03","ENTRADA","-23.5505","-46.6333","10",True,"192.168.1.100","WiFi-Empresa",True,"8726c604-bbdd-4c03-b032-fe14ba6d34f7","2025-09-17 11:00:00","Entrada normal","hash_1759934660889_entrada1","2025-10-08 14:44:20.893"
"e4c167dc-843e-4cd8-b553-089757c424b1","64f9799f-acf6-48c5-a00f-33feac8fae33","0416f3e5-6597-45e0-8c8a-0b074fdc7c81","2025-09-17 12:00:00-03","SAIDA","-23.5505","-46.6333","10",True,"192.168.1.100","WiFi-Empresa",True,"8726c604-bbdd-4c03-b032-fe14ba6d34f7","2025-09-17 15:00:00","Saída para almoço","hash_1759934660894_saida1","2025-10-08 14:44:20.898"
"65c23aca-9803-47c1-9238-f0a795c8701a","64f9799f-acf6-48c5-a00f-33feac8fae33","0416f3e5-6597-45e0-8c8a-0b074fdc7c81","2025-09-17 13:00:00-03","ENTRADA","-23.5505","-46.6333","10",True,"192.168.1.100","WiFi-Empresa",True,"8726c604-bbdd-4c03-b032-fe14ba6d34f7","2025-09-17 16:00:00","Retorno do almoço","hash_1759934660898_entrada2","2025-10-08 14:44:20.901"
"6d1fd006-6514-436f-8fce-658d0d380797","64f9799f-acf6-48c5-a00f-33feac8fae33","0416f3e5-6597-45e0-8c8a-0b074fdc7c81","2025-09-17 17:00:00-03","SAIDA","-23.5505","-46.6333","10",True,"192.168.1.100","WiFi-Empresa",True,"8726c604-bbdd-4c03-b032-fe14ba6d34f7","2025-09-17 20:00:00","Saída normal","hash_1759934660902_saida2","2025-10-08 14:44:20.907"
"d5c5d439-e346-4dee-b037-57f98ff4a0b4","64f9799f-acf6-48c5-a00f-33feac8fae33","0416f3e5-6597-45e0-8c8a-0b074fdc7c81","2025-09-18 08:00:00-03","ENTRADA","-23.5505","-46.6333","10",True,"192.168.1.100","WiFi-Empresa",True,"8726c604-bbdd-4c03-b032-fe14ba6d34f7","2025-09-18 11:00:00","Entrada normal","hash_1759934660909_entrada1","2025-10-08 14:44:20.913"
"363b6951-7e63-4554-b3c2-a770a4c7692b","64f9799f-acf6-48c5-a00f-33feac8fae33","0416f3e5-6597-45e0-8c8a-0b074fdc7c81","2025-09-18 12:00:00-03","SAIDA","-23.5505","-46.6333","10",True,"192.168.1.100","WiFi-Empresa",True,"8726c604-bbdd-4c03-b032-fe14ba6d34f7","2025-09-18 15:00:00","Saída para almoço","hash_1759934660914_saida1","2025-10-08 14:44:20.917"
"65aaa82f-3e0c-4f52-a003-c65333c2dfef","64f9799f-acf6-48c5-a00f-33feac8fae33","0416f3e5-6597-45e0-8c8a-0b074fdc7c81","2025-09-18 13:00:00-03","ENTRADA","-23.5505","-46.6333","10",True,"192.168.1.100","WiFi-Empresa",True,"8726c604-bbdd-4c03-b032-fe14ba6d34f7","2025-09-18 16:00:00","Retorno do almoço","hash_1759934660918_entrada2","2025-10-08 14:44:20.921"
"8683fb75-93c5-4bf4-95cb-fc8a747a0446","64f9799f-acf6-48c5-a00f-33feac8fae33","0416f3e5-6597-45e0-8c8a-0b074fdc7c81","2025-09-18 17:00:00-03","SAIDA","-23.5505","-46.6333","10",True,"192.168.1.100","WiFi-Empresa",True,"8726c604-bbdd-4c03-b032-fe14ba6d34f7","2025-09-18 20:00:00","Saída normal","hash_1759934660924_saida2","2025-10-08 14:44:20.928"
"a131b6d7-42d6-48a8-9e4a-9833a17181fe","64f9799f-acf6-48c5-a00f-33feac8fae33","0416f3e5-6597-45e0-8c8a-0b074fdc7c81","2025-09-19 08:00:00-03","ENTRADA","-23.5505","-46.6333","10",True,"192.168.1.100","WiFi-Empresa",True,"8726c604-bbdd-4c03-b032-fe14ba6d34f7","2025-09-19 11:00:00","Entrada normal","hash_1759934660929_entrada1","2025-10-08 14:44:20.932"
"9de7ea0b-79f9-449a-8e74-eba772bebdf3","64f9799f-acf6-48c5-a00f-33feac8fae33","0416f3e5-6597-45e0-8c8a-0b074fdc7c81","2025-09-19 12:00:00-03","SAIDA","-23.5505","-46.6333","10",True,"192.168.1.100","WiFi-Empresa",True,"8726c604-bbdd-4c03-b032-fe14ba6d34f7","2025-09-19 15:00:00","Saída para almoço","hash_1759934660933_saida1","2025-10-08 14:44:20.936"
